ymd,country,cc
20200101,Brazil,2
20200101,Iceland,1
20200101,India,26
20200101,Indonesia,4
20200101,Japan,1
20200101,Malaysia,12
20200101,Maldives,1
20200101,Morocco,1
20200101,Philippines,2
20200101,Russia,1
20200101,United States,4
20200102,Brazil,2
20200102,China,1
20200102,Finland,1
20200102,India,32
20200102,Indonesia,10
20200102,Italy,3
20200102,Japan,1
20200102,Malaysia,4
20200102,Morocco,1
20200102,Netherlands,2
20200102,Philippines,1
20200102,Portugal,3
20200102,Russia,3
20200102,Sint Maarten,1
20200102,Spain,1
20200102,Thailand,1
20200102,United States,3
20200102,United Arab Emirates,2
20200102,United Kingdom,5
20200103,Brazil,7
20200103,Canada,1
20200103,Denmark,1
20200103,Finland,2
20200103,France,1
20200103,Greece,1
20200103,India,60
20200103,Indonesia,2
20200103,Italy,7
20200103,Malaysia,18
20200103,Morocco,2
20200103,Netherlands,2
20200103,Philippines,1
20200103,Portugal,2
20200103,Russia,3
20200103,Saudi Arabia,1
20200103,Spain,2
20200103,Turkey,1
20200103,United States,20
20200103,United Arab Emirates,1
20200103,United Kingdom,3
20200103,Vietnam,1
20200104,Australia,1
20200104,Austria,1
20200104,Brazil,4
20200104,France,4
20200104,Greece,1
20200104,India,105
20200104,Indonesia,11
20200104,Italy,6
20200104,Japan,2
20200104,Malaysia,14
20200104,Mexico,3
20200104,Philippines,3
20200104,Portugal,4
20200104,Russia,6
20200104,Spain,3
20200104,United States,6
20200104,United Kingdom,7
20200105,Belgium,2
20200105,Brazil,4
20200105,Dominican Republic,3
20200105,France,1
20200105,Germany,3
20200105,India,51
20200105,Indonesia,4
20200105,Japan,3
20200105,Malaysia,14
20200105,New Zealand,1
20200105,Philippines,5
20200105,Portugal,2
20200105,Russia,3
20200105,Spain,1
20200105,Thailand,1
20200105,Turkey,1
20200105,United States,20
20200105,United Arab Emirates,1
20200105,United Kingdom,5
20200106,Australia,2
20200106,Austria,1
20200106,Brazil,11
20200106,Canada,3
20200106,Cyprus,1
20200106,Dominican Republic,1
20200106,France,2
20200106,India,84
20200106,Indonesia,8
20200106,Ireland,2
20200106,Italy,2
20200106,Japan,2
20200106,Malaysia,17
20200106,Mexico,2
20200106,Netherlands,1
20200106,New Zealand,1
20200106,Philippines,1
20200106,Poland,1
20200106,Portugal,1
20200106,Russia,3
20200106,Spain,4
20200106,Turkey,3
20200106,United States,6
20200106,United Kingdom,5
20200107,Austria,1
20200107,Brazil,2
20200107,Canada,1
20200107,Cyprus,1
20200107,France,5
20200107,Germany,3
20200107,Hong Kong,1
20200107,India,57
20200107,Indonesia,13
20200107,Italy,2
20200107,Japan,2
20200107,Kenya,1
20200107,Malaysia,11
20200107,Mexico,2
20200107,New Zealand,3
20200107,Norway,4
20200107,Philippines,4
20200107,Portugal,1
20200107,Puerto Rico,1
20200107,Russia,1
20200107,Saudi Arabia,1
20200107,Spain,3
20200107,Sweden,1
20200107,Thailand,1
20200107,United States,13
20200107,United Kingdom,12
20200107,Vietnam,5
20200108,Australia,1
20200108,Austria,1
20200108,Belgium,1
20200108,Brazil,6
20200108,Canada,1
20200108,Croatia,1
20200108,Cyprus,1
20200108,Czech Republic,1
20200108,Germany,1
20200108,Hungary,1
20200108,India,82
20200108,Indonesia,3
20200108,Italy,4
20200108,Japan,1
20200108,Malaysia,17
20200108,Mexico,3
20200108,Netherlands,2
20200108,New Zealand,2
20200108,Philippines,3
20200108,Russia,1
20200108,Spain,4
20200108,Thailand,1
20200108,Turkey,2
20200108,United States,13
20200108,United Kingdom,6
20200108,Vietnam,1
20200109,Australia,1
20200109,Austria,1
20200109,Belgium,2
20200109,Cyprus,1
20200109,France,2
20200109,Germany,1
20200109,Greece,3
20200109,India,54
20200109,Indonesia,8
20200109,Ireland,1
20200109,Italy,9
20200109,Japan,4
20200109,Malaysia,23
20200109,Mexico,1
20200109,Monaco,1
20200109,New Zealand,2
20200109,Philippines,2
20200109,Portugal,1
20200109,Russia,1
20200109,South Africa,1
20200109,Spain,3
20200109,Sweden,1
20200109,Thailand,5
20200109,Turkey,1
20200109,United States,8
20200109,United Kingdom,3
20200110,Australia,2
20200110,Brazil,4
20200110,Canada,3
20200110,Costa Rica,1
20200110,Denmark,1
20200110,Dominican Republic,1
20200110,France,1
20200110,Germany,2
20200110,Greece,1
20200110,Iceland,2
20200110,India,62
20200110,Indonesia,3
20200110,Ireland,1
20200110,Italy,3
20200110,Jamaica,2
20200110,Japan,3
20200110,Malaysia,14
20200110,Mexico,1
20200110,New Zealand,1
20200110,Philippines,5
20200110,Saudi Arabia,1
20200110,Spain,8
20200110,Switzerland,1
20200110,Taiwan,1
20200110,Thailand,1
20200110,Turkey,1
20200110,US Virgin Islands,1
20200110,United States,6
20200110,United Arab Emirates,4
20200110,United Kingdom,3
20200110,Vietnam,2
20200111,Austria,1
20200111,Brazil,4
20200111,Canada,1
20200111,France,3
20200111,Germany,1
20200111,India,54
20200111,Indonesia,8
20200111,Ireland,1
20200111,Italy,5
20200111,Jamaica,3
20200111,Japan,3
20200111,Lithuania,2
20200111,Malaysia,42
20200111,Mexico,1
20200111,Netherlands,3
20200111,Philippines,5
20200111,Poland,1
20200111,Portugal,1
20200111,Russia,1
20200111,Saudi Arabia,2
20200111,Spain,5
20200111,Switzerland,1
20200111,United States,8
20200111,United Arab Emirates,1
20200111,United Kingdom,6
20200111,Vietnam,5
20200112,Australia,1
20200112,Austria,1
20200112,Brazil,4
20200112,India,37
20200112,Indonesia,11
20200112,Italy,2
20200112,Japan,4
20200112,Malaysia,19
20200112,Mexico,2
20200112,Nepal,1
20200112,Netherlands,1
20200112,Philippines,3
20200112,Russia,3
20200112,Saudi Arabia,1
20200112,Slovakia,1
20200112,Spain,16
20200112,Thailand,1
20200112,Turkey,1
20200112,United States,9
20200112,United Kingdom,7
20200112,Vietnam,1
20200113,Australia,4
20200113,Austria,1
20200113,Bahamas,1
20200113,Brazil,2
20200113,Bulgaria,1
20200113,France,1
20200113,Germany,1
20200113,Iceland,1
20200113,India,36
20200113,Indonesia,5
20200113,Ireland,4
20200113,Italy,4
20200113,Japan,3
20200113,Malaysia,21
20200113,Mexico,1
20200113,Netherlands,1
20200113,New Zealand,1
20200113,Philippines,1
20200113,Russia,1
20200113,Saudi Arabia,3
20200113,Spain,16
20200113,Sweden,1
20200113,United States,7
20200113,United Kingdom,4
20200113,Vietnam,1
20200114,Australia,1
20200114,Brazil,3
20200114,Canada,2
20200114,France,4
20200114,Germany,1
20200114,Greece,2
20200114,India,56
20200114,Indonesia,9
20200114,Italy,4
20200114,Japan,1
20200114,Malaysia,16
20200114,Malta,1
20200114,Mexico,1
20200114,Netherlands,1
20200114,Philippines,7
20200114,Puerto Rico,1
20200114,Spain,7
20200114,Sweden,1
20200114,Turkey,1
20200114,United States,9
20200114,United Kingdom,3
20200115,Australia,1
20200115,Brazil,5
20200115,Egypt,1
20200115,France,14
20200115,Germany,1
20200115,Greece,1
20200115,India,43
20200115,Indonesia,3
20200115,Italy,3
20200115,Japan,3
20200115,Malaysia,31
20200115,Mexico,1
20200115,Philippines,6
20200115,Poland,1
20200115,Portugal,7
20200115,Puerto Rico,1
20200115,Russia,1
20200115,Saudi Arabia,1
20200115,Spain,39
20200115,Sweden,1
20200115,United States,12
20200115,United Arab Emirates,1
20200115,United Kingdom,4
20200116,Argentina,1
20200116,Australia,1
20200116,Austria,1
20200116,Belgium,1
20200116,Brazil,3
20200116,Canada,1
20200116,Cyprus,1
20200116,France,5
20200116,Hungary,1
20200116,India,57
20200116,Indonesia,6
20200116,Ireland,1
20200116,Italy,1
20200116,Japan,4
20200116,Malaysia,32
20200116,Mexico,2
20200116,Netherlands,2
20200116,New Zealand,1
20200116,Philippines,6
20200116,Portugal,7
20200116,Russia,2
20200116,Saudi Arabia,1
20200116,Spain,3
20200116,Switzerland,1
20200116,Turkey,2
20200116,United States,8
20200116,United Arab Emirates,2
20200116,United Kingdom,1
20200116,Vietnam,8
20200117,Brazil,11
20200117,France,3
20200117,Germany,2
20200117,Greece,2
20200117,India,53
20200117,Indonesia,4
20200117,Italy,5
20200117,Japan,2
20200117,Malaysia,21
20200117,Mexico,1
20200117,Morocco,1
20200117,Philippines,1
20200117,Russia,1
20200117,Saudi Arabia,3
20200117,Singapore,1
20200117,Spain,1
20200117,Sweden,1
20200117,Taiwan,1
20200117,United States,7
20200117,United Kingdom,6
20200117,Vietnam,2
20200118,Austria,1
20200118,Belgium,1
20200118,Brazil,5
20200118,China,1
20200118,Czech Republic,1
20200118,France,1
20200118,Germany,4
20200118,India,65
20200118,Indonesia,5
20200118,Italy,5
20200118,Japan,5
20200118,Malaysia,35
20200118,Mexico,3
20200118,Philippines,3
20200118,Portugal,1
20200118,Russia,1
20200118,Spain,4
20200118,Sweden,1
20200118,Turkey,2
20200118,United States,14
20200118,United Arab Emirates,1
20200118,United Kingdom,6
20200119,Brazil,2
20200119,France,2
20200119,Iceland,1
20200119,India,38
20200119,Indonesia,2
20200119,Italy,2
20200119,Japan,3
20200119,Malaysia,32
20200119,Netherlands,1
20200119,Philippines,3
20200119,Russia,3
20200119,Saudi Arabia,1
20200119,Slovakia,1
20200119,South Korea,1
20200119,Spain,1
20200119,Thailand,3
20200119,Turkey,1
20200119,United States,11
20200119,United Arab Emirates,1
20200119,United Kingdom,8
20200119,Vietnam,2
20200120,Australia,1
20200120,Austria,5
20200120,Bahamas,1
20200120,Brazil,5
20200120,Canada,2
20200120,Finland,1
20200120,France,4
20200120,Germany,1
20200120,Greece,1
20200120,India,47
20200120,Indonesia,14
20200120,Italy,5
20200120,Jamaica,2
20200120,Japan,3
20200120,Malaysia,30
20200120,Mexico,1
20200120,Nepal,1
20200120,Netherlands,2
20200120,Philippines,3
20200120,Portugal,2
20200120,Russia,2
20200120,Saudi Arabia,1
20200120,Spain,7
20200120,United States,4
20200120,Ukraine,1
20200120,United Kingdom,4
20200120,Vietnam,1
20200121,Australia,1
20200121,Brazil,8
20200121,Canada,2
20200121,Crimea,3
20200121,Croatia,1
20200121,Germany,3
20200121,Greece,2
20200121,India,43
20200121,Indonesia,10
20200121,Ireland,1
20200121,Italy,7
20200121,Japan,4
20200121,Malaysia,26
20200121,Mexico,2
20200121,Morocco,1
20200121,Portugal,1
20200121,Russia,2
20200121,Spain,3
20200121,Sweden,2
20200121,Thailand,3
20200121,United States,7
20200121,United Arab Emirates,2
20200121,United Kingdom,1
20200122,Brazil,2
20200122,Croatia,1
20200122,Czech Republic,1
20200122,France,5
20200122,Germany,1
20200122,Greece,2
20200122,Hungary,1
20200122,India,49
20200122,Indonesia,15
20200122,Italy,1
20200122,Japan,8
20200122,Malaysia,27
20200122,Mexico,5
20200122,Netherlands,2
20200122,Norway,1
20200122,Philippines,1
20200122,Portugal,8
20200122,Saudi Arabia,3
20200122,Spain,5
20200122,Thailand,1
20200122,Turkey,1
20200122,United States,22
20200122,United Arab Emirates,1
20200122,United Kingdom,2
20200122,Vietnam,1
20200123,Brazil,1
20200123,Bulgaria,1
20200123,Canada,1
20200123,Dominican Republic,6
20200123,Egypt,1
20200123,Finland,1
20200123,France,3
20200123,Germany,1
20200123,Greece,3
20200123,India,71
20200123,Indonesia,5
20200123,Italy,1
20200123,Jamaica,1
20200123,Malaysia,35
20200123,Mexico,2
20200123,Morocco,1
20200123,New Zealand,1
20200123,Norway,2
20200123,Philippines,6
20200123,Portugal,1
20200123,Spain,3
20200123,Thailand,1
20200123,Turkey,6
20200123,United States,18
20200123,United Arab Emirates,3
20200123,United Kingdom,3
20200124,Austria,1
20200124,Barbados,1
20200124,Croatia,1
20200124,Curacao,1
20200124,Dominican Republic,3
20200124,France,1
20200124,Germany,1
20200124,Greece,1
20200124,India,47
20200124,Indonesia,14
20200124,Italy,3
20200124,Japan,3
20200124,Malaysia,59
20200124,Mexico,1
20200124,Morocco,2
20200124,Netherlands,1
20200124,Philippines,3
20200124,Romania,1
20200124,Russia,3
20200124,Saudi Arabia,1
20200124,Spain,2
20200124,Turkey,1
20200124,United States,16
20200124,United Kingdom,10
20200125,Australia,1
20200125,Austria,1
20200125,China,1
20200125,Cyprus,1
20200125,Dominican Republic,6
20200125,Germany,1
20200125,Hong Kong,1
20200125,India,65
20200125,Indonesia,25
20200125,Ireland,1
20200125,Italy,2
20200125,Jamaica,1
20200125,Japan,5
20200125,Malaysia,105
20200125,Mexico,3
20200125,Netherlands,1
20200125,New Zealand,2
20200125,Philippines,1
20200125,Portugal,2
20200125,Saudi Arabia,1
20200125,Spain,4
20200125,Switzerland,1
20200125,Turkey,1
20200125,United States,5
20200125,Ukraine,1
20200125,United Arab Emirates,2
20200125,United Kingdom,3
20200125,Vietnam,1
20200126,Canada,2
20200126,Czech Republic,1
20200126,Estonia,1
20200126,France,4
20200126,Germany,1
20200126,Greece,1
20200126,Iceland,1
20200126,India,48
20200126,Indonesia,16
20200126,Italy,3
20200126,Jamaica,1
20200126,Japan,6
20200126,Malaysia,59
20200126,Mexico,1
20200126,Netherlands,1
20200126,New Zealand,1
20200126,Philippines,14
20200126,Poland,1
20200126,Portugal,1
20200126,Romania,1
20200126,Russia,4
20200126,Spain,2
20200126,Thailand,3
20200126,Turkey,4
20200126,United States,6
20200126,United Arab Emirates,1
20200126,United Kingdom,16
20200126,Vietnam,1
20200127,Austria,1
20200127,Brazil,1
20200127,France,4
20200127,Germany,4
20200127,India,54
20200127,Indonesia,13
20200127,Italy,4
20200127,Jamaica,1
20200127,Japan,7
20200127,Malaysia,35
20200127,Mexico,2
20200127,New Zealand,1
20200127,Norway,2
20200127,Philippines,11
20200127,Portugal,1
20200127,Russia,2
20200127,Spain,4
20200127,Switzerland,1
20200127,Thailand,1
20200127,Turkey,3
20200127,United States,4
20200127,United Arab Emirates,1
20200127,United Kingdom,8
20200127,Vietnam,2
20200128,Austria,1
20200128,Belgium,1
20200128,Brazil,4
20200128,Colombia,1
20200128,Dominican Republic,1
20200128,Egypt,1
20200128,France,4
20200128,Greece,1
20200128,India,55
20200128,Indonesia,15
20200128,Ireland,1
20200128,Italy,4
20200128,Japan,8
20200128,Malaysia,23
20200128,Mexico,3
20200128,Netherlands,1
20200128,New Zealand,1
20200128,Philippines,1
20200128,Poland,1
20200128,Portugal,1
20200128,Russia,1
20200128,Spain,3
20200128,Switzerland,1
20200128,Taiwan,1
20200128,Thailand,1
20200128,Turkey,2
20200128,United States,16
20200128,Ukraine,1
20200128,United Kingdom,12
20200128,Vietnam,3
20200129,Brazil,1
20200129,Bulgaria,1
20200129,France,2
20200129,Germany,5
20200129,Greece,1
20200129,India,19
20200129,Indonesia,7
20200129,Italy,1
20200129,Japan,8
20200129,Malaysia,11
20200129,Mexico,2
20200129,Morocco,1
20200129,Netherlands,2
20200129,Philippines,1
20200129,Poland,1
20200129,Portugal,1
20200129,Spain,10
20200129,Turkey,1
20200129,United States,10
20200129,Ukraine,1
20200129,United Kingdom,4
20200129,Vietnam,1
20200130,Australia,1
20200130,Austria,1
20200130,Brazil,1
20200130,Croatia,1
20200130,France,11
20200130,Guam,1
20200130,Indonesia,1
20200130,Israel,1
20200130,Japan,4
20200130,Mexico,1
20200130,Portugal,2
20200130,Russia,3
20200130,Spain,6
20200130,Tanzania,1
20200130,Thailand,2
20200130,Turkey,4
20200130,United States,13
20200130,United Arab Emirates,3
20200130,United Kingdom,20
20200131,Australia,2
20200131,Austria,4
20200131,Brazil,3
20200131,Egypt,1
20200131,France,1
20200131,French Antilles,1
20200131,Germany,3
20200131,Greece,1
20200131,Indonesia,1
20200131,Italy,1
20200131,Japan,5
20200131,Mexico,2
20200131,Netherlands,1
20200131,Portugal,1
20200131,Russia,1
20200131,Spain,3
20200131,Thailand,1
20200131,Turkey,2
20200131,United States,12
20200131,United Kingdom,2
20200201,Australia,2
20200201,Canada,1
20200201,Egypt,1
20200201,Finland,1
20200201,France,3
20200201,Germany,2
20200201,Greece,1
20200201,Grenada,1
20200201,Italy,4
20200201,Japan,1
20200201,Spain,3
20200201,Switzerland,1
20200201,United States,4
20200201,United Kingdom,2
20200202,Australia,1
20200202,Austria,2
20200202,Brazil,1
20200202,Canada,5
20200202,Costa Rica,1
20200202,Dominican Republic,1
20200202,France,2
20200202,Germany,1
20200202,Italy,4
20200202,Japan,4
20200202,New Zealand,2
20200202,Philippines,1
20200202,Tunisia,1
20200202,United States,7
20200202,United Kingdom,1
20200203,Austria,4
20200203,Brazil,1
20200203,Cuba,1
20200203,Cyprus,1
20200203,Denmark,3
20200203,Dominican Republic,6
20200203,Germany,2
20200203,Greece,2
20200203,Indonesia,1
20200203,Italy,5
20200203,Jamaica,1
20200203,Japan,2
20200203,Mexico,1
20200203,Philippines,1
20200203,Portugal,1
20200203,Russia,3
20200203,Spain,3
20200203,Switzerland,2
20200203,Taiwan,2
20200203,United States,7
20200203,United Kingdom,1
20200204,Australia,2
20200204,Belgium,1
20200204,Brazil,1
20200204,France,1
20200204,Germany,1
20200204,Ireland,1
20200204,Israel,1
20200204,Italy,5
20200204,Japan,6
20200204,Mexico,1
20200204,Morocco,1
20200204,Netherlands,1
20200204,Portugal,1
20200204,Russia,1
20200204,Spain,2
20200204,Sweden,2
20200204,Thailand,1
20200204,Turkey,4
20200204,United States,15
20200204,United Kingdom,3
20200205,Australia,2
20200205,Austria,1
20200205,Brazil,8
20200205,Canada,2
20200205,Croatia,2
20200205,Cyprus,1
20200205,Czech Republic,1
20200205,France,1
20200205,Germany,3
20200205,India,1
20200205,Italy,4
20200205,Japan,6
20200205,New Zealand,1
20200205,Russia,1
20200205,Spain,7
20200205,Sri Lanka,1
20200205,Taiwan,1
20200205,Turkey,3
20200205,United States,6
20200205,United Kingdom,2
20200205,Vietnam,1
20200206,Andorra,1
20200206,Austria,1
20200206,Belgium,2
20200206,Brazil,1
20200206,Canada,1
20200206,Dominican Republic,2
20200206,France,3
20200206,Germany,2
20200206,Greece,1
20200206,Hong Kong,1
20200206,Italy,4
20200206,Japan,5
20200206,Mexico,2
20200206,Morocco,2
20200206,Panama,1
20200206,Portugal,1
20200206,Russia,1
20200206,Spain,8
20200206,Sweden,8
20200206,Turkey,1
20200206,United States,10
20200206,United Kingdom,2
20200207,Australia,1
20200207,Austria,1
20200207,Belgium,1
20200207,Brazil,3
20200207,Canada,1
20200207,Croatia,1
20200207,Egypt,1
20200207,France,4
20200207,Germany,1
20200207,Greece,3
20200207,Ireland,1
20200207,Italy,8
20200207,Japan,1
20200207,Morocco,1
20200207,Netherlands,1
20200207,New Zealand,1
20200207,Poland,1
20200207,Portugal,2
20200207,Spain,2
20200207,Switzerland,1
20200207,Taiwan,1
20200207,Turkey,1
20200207,United States,13
20200207,United Kingdom,4
20200208,Andorra,1
20200208,Austria,2
20200208,Brazil,1
20200208,Bulgaria,1
20200208,Germany,1
20200208,Italy,2
20200208,Jamaica,1
20200208,Japan,7
20200208,Jordan,1
20200208,Netherlands,1
20200208,Philippines,1
20200208,Poland,1
20200208,Spain,2
20200208,Turkey,1
20200208,United States,11
20200208,United Kingdom,2
20200209,Bahamas,1
20200209,Brazil,2
20200209,Canada,2
20200209,Cuba,6
20200209,France,2
20200209,French Antilles,1
20200209,Germany,1
20200209,Israel,2
20200209,Italy,1
20200209,Japan,5
20200209,Mexico,1
20200209,Morocco,1
20200209,Poland,1
20200209,Russia,1
20200209,South Africa,1
20200209,Spain,4
20200209,Sweden,1
20200209,Taiwan,1
20200209,Thailand,1
20200209,United States,7
20200209,United Kingdom,1
20200210,Australia,1
20200210,Austria,1
20200210,Brazil,5
20200210,Cyprus,2
20200210,France,1
20200210,French Antilles,1
20200210,Germany,3
20200210,Ireland,1
20200210,Italy,7
20200210,Japan,2
20200210,Mexico,1
20200210,Morocco,1
20200210,Philippines,1
20200210,Poland,1
20200210,Portugal,2
20200210,Russia,1
20200210,Spain,6
20200210,Taiwan,2
20200210,Thailand,1
20200210,United States,15
20200210,United Kingdom,2
20200211,Australia,3
20200211,Austria,3
20200211,Brazil,8
20200211,Canada,3
20200211,Colombia,1
20200211,Egypt,1
20200211,France,5
20200211,Germany,3
20200211,Indonesia,1
20200211,Ireland,2
20200211,Italy,2
20200211,Japan,2
20200211,Malaysia,1
20200211,Mexico,1
20200211,Portugal,1
20200211,Russia,1
20200211,Spain,11
20200211,Sweden,1
20200211,Switzerland,1
20200211,Turkey,2
20200211,United States,13
20200211,United Arab Emirates,2
20200211,United Kingdom,1
20200212,Australia,3
20200212,Austria,1
20200212,Brazil,1
20200212,Costa Rica,1
20200212,Dominican Republic,1
20200212,France,2
20200212,Germany,5
20200212,Greece,1
20200212,Indonesia,1
20200212,Ireland,3
20200212,Italy,6
20200212,Japan,6
20200212,New Zealand,3
20200212,Portugal,1
20200212,Russia,3
20200212,Spain,5
20200212,Thailand,1
20200212,United States,8
20200212,United Arab Emirates,1
20200212,United Kingdom,2
20200213,Australia,3
20200213,Austria,1
20200213,Brazil,1
20200213,France,2
20200213,Germany,3
20200213,Greece,1
20200213,Indonesia,1
20200213,Ireland,1
20200213,Israel,1
20200213,Italy,5
20200213,Mexico,2
20200213,Norway,1
20200213,Oman,1
20200213,Portugal,1
20200213,Singapore,2
20200213,Spain,13
20200213,Switzerland,3
20200213,Thailand,2
20200213,Turkey,1
20200213,United States,5
20200213,United Kingdom,3
20200214,Australia,2
20200214,Austria,3
20200214,Belgium,2
20200214,Brazil,5
20200214,Canada,1
20200214,Dominican Republic,1
20200214,France,2
20200214,Germany,1
20200214,Ireland,2
20200214,Italy,7
20200214,Japan,5
20200214,Morocco,1
20200214,Spain,7
20200214,Switzerland,3
20200214,Thailand,1
20200214,Turkey,4
20200214,United States,7
20200214,United Arab Emirates,2
20200214,United Kingdom,4
20200215,Austria,1
20200215,Brazil,2
20200215,France,4
20200215,Germany,2
20200215,Italy,12
20200215,Japan,4
20200215,Netherlands,1
20200215,Poland,1
20200215,Spain,5
20200215,Thailand,1
20200215,United States,8
20200215,United Kingdom,1
20200216,Australia,1
20200216,Dominican Republic,1
20200216,France,5
20200216,Germany,1
20200216,Greece,1
20200216,Ireland,1
20200216,Italy,9
20200216,Japan,2
20200216,Netherlands,1
20200216,New Zealand,2
20200216,Norway,1
20200216,Spain,5
20200216,Thailand,1
20200216,Turkey,1
20200216,United States,12
20200216,United Arab Emirates,1
20200216,United Kingdom,3
20200217,Aruba,1
20200217,Czech Republic,1
20200217,Egypt,1
20200217,France,1
20200217,Germany,1
20200217,Israel,1
20200217,Italy,3
20200217,Jamaica,1
20200217,Japan,1
20200217,Mexico,2
20200217,New Zealand,1
20200217,Spain,3
20200217,Turkey,3
20200217,United States,7
20200218,Australia,1
20200218,Austria,7
20200218,Belgium,1
20200218,Brazil,6
20200218,Bulgaria,1
20200218,Canada,3
20200218,Cyprus,3
20200218,Czech Republic,2
20200218,Ecuador,1
20200218,Estonia,1
20200218,Finland,2
20200218,France,8
20200218,Germany,4
20200218,Ireland,2
20200218,Italy,13
20200218,Japan,5
20200218,Mexico,1
20200218,Netherlands,4
20200218,New Zealand,3
20200218,Philippines,1
20200218,Portugal,2
20200218,Russia,4
20200218,Spain,80
20200218,Switzerland,3
20200218,Taiwan,1
20200218,Thailand,2
20200218,Turkey,6
20200218,United States,14
20200218,United Kingdom,7
20200219,Australia,4
20200219,Austria,1
20200219,Bolivia,1
20200219,Brazil,4
20200219,Croatia,1
20200219,Finland,1
20200219,France,6
20200219,Germany,2
20200219,Ireland,1
20200219,Italy,9
20200219,Jamaica,1
20200219,Japan,2
20200219,Kenya,1
20200219,Morocco,1
20200219,Netherlands,2
20200219,New Zealand,2
20200219,Portugal,2
20200219,Russia,2
20200219,Spain,9
20200219,Taiwan,1
20200219,Turkey,4
20200219,United States,13
20200219,United Arab Emirates,2
20200219,United Kingdom,1
20200220,Australia,3
20200220,Austria,6
20200220,Brazil,5
20200220,Croatia,2
20200220,Czech Republic,7
20200220,Dominican Republic,2
20200220,Egypt,2
20200220,France,4
20200220,Germany,3
20200220,Iceland,1
20200220,Italy,3
20200220,Japan,3
20200220,New Zealand,2
20200220,Portugal,8
20200220,Russia,2
20200220,Spain,5
20200220,Thailand,1
20200220,Turkey,3
20200220,United States,7
20200220,United Arab Emirates,1
20200220,United Kingdom,6
20200220,Venezuela,1
20200220,Zimbabwe,4
20200221,Australia,2
20200221,Austria,1
20200221,Brazil,6
20200221,Colombia,1
20200221,Cyprus,3
20200221,Czech Republic,1
20200221,Denmark,1
20200221,Dominican Republic,1
20200221,France,4
20200221,Germany,5
20200221,Greece,2
20200221,Ireland,1
20200221,Italy,11
20200221,Jamaica,2
20200221,Japan,8
20200221,Latvia,1
20200221,Netherlands,1
20200221,Philippines,1
20200221,Portugal,1
20200221,Russia,1
20200221,South Korea,1
20200221,Spain,56
20200221,Thailand,4
20200221,Turkey,4
20200221,United States,26
20200221,United Kingdom,4
20200221,Venezuela,9
20200222,Australia,1
20200222,Belgium,1
20200222,Brazil,4
20200222,Colombia,1
20200222,Czech Republic,1
20200222,Dominican Republic,1
20200222,France,35
20200222,Germany,2
20200222,Greece,2
20200222,Italy,10
20200222,Japan,2
20200222,Latvia,1
20200222,Malta,1
20200222,Netherlands,1
20200222,Portugal,3
20200222,Russia,4
20200222,Spain,3
20200222,Turkey,4
20200222,United States,12
20200222,United Kingdom,4
20200222,Venezuela,1
20200223,Argentina,1
20200223,Australia,2
20200223,Austria,2
20200223,Brazil,1
20200223,Costa Rica,1
20200223,Dominican Republic,1
20200223,France,7
20200223,Germany,3
20200223,Ireland,1
20200223,Italy,16
20200223,Japan,3
20200223,Mauritius,2
20200223,Netherlands,3
20200223,Poland,1
20200223,Russia,3
20200223,Spain,13
20200223,Turkey,3
20200223,United States,1
20200223,United Arab Emirates,1
20200223,United Kingdom,1
20200223,Uruguay,1
20200224,Australia,3
20200224,Austria,1
20200224,Brazil,4
20200224,Colombia,1
20200224,Cyprus,1
20200224,Czech Republic,4
20200224,Dominican Republic,1
20200224,France,98
20200224,Germany,10
20200224,Greece,3
20200224,Indonesia,1
20200224,Ireland,1
20200224,Italy,29
20200224,Japan,4
20200224,Maldives,1
20200224,Malta,1
20200224,Monaco,1
20200224,Netherlands,4
20200224,New Zealand,2
20200224,Poland,1
20200224,Portugal,3
20200224,Russia,5
20200224,Slovenia,1
20200224,Spain,3
20200224,Sweden,2
20200224,Switzerland,3
20200224,Thailand,1
20200224,Turkey,13
20200224,United States,7
20200224,United Kingdom,7
20200224,Venezuela,2
20200225,Austria,4
20200225,Barbados,1
20200225,Belgium,1
20200225,Brazil,3
20200225,Dominican Republic,3
20200225,Finland,1
20200225,France,125
20200225,Greece,2
20200225,Indonesia,2
20200225,Ireland,2
20200225,Italy,19
20200225,Japan,5
20200225,Laos,1
20200225,Morocco,1
20200225,Netherlands,5
20200225,Oman,1
20200225,Russia,6
20200225,San Marino,1
20200225,Spain,63
20200225,Sweden,1
20200225,Switzerland,1
20200225,Thailand,2
20200225,Turkey,16
20200225,United States,14
20200225,United Arab Emirates,1
20200225,United Kingdom,4
20200226,Australia,2
20200226,Austria,2
20200226,Belgium,1
20200226,Brazil,3
20200226,Estonia,1
20200226,France,36
20200226,Germany,2
20200226,Greece,1
20200226,Italy,19
20200226,Japan,3
20200226,Malta,1
20200226,Mexico,3
20200226,Netherlands,1
20200226,New Zealand,1
20200226,Norway,1
20200226,Poland,1
20200226,Portugal,1
20200226,Russia,2
20200226,Spain,12
20200226,Taiwan,1
20200226,Thailand,2
20200226,Turkey,12
20200226,United States,17
20200226,United Kingdom,2
20200226,Uruguay,1
20200227,Australia,1
20200227,Austria,1
20200227,Brazil,2
20200227,Cuba,3
20200227,Denmark,2
20200227,Egypt,1
20200227,France,1
20200227,Germany,4
20200227,Ireland,1
20200227,Italy,21
20200227,Japan,11
20200227,Luxembourg,1
20200227,Russia,2
